线路编码,线路名称,设备编码,内部编码,车牌号
10462,971路,059L2257,W0G-054,沪D-75780
10462,971路,059L1747,W0G-055,沪D-75646
10462,971路,053L0247,W0G-060,沪D-75766
10462,971路,059L1946,W0G-061,沪D-75768
10462,971路,059L1813,W0G-049,沪D-75789
10462,971路,059L1807,W0G-050,沪D-75782
10462,971路,059L3267,W0G-051,沪D-75740
10462,971路,059L1880,W0G-052,沪D-73645
10462,971路,059L2341,S0E-007,沪B-17150
10462,971路,059L2233,S0E-005,沪B-17081
10462,971路,059L2152,S0E-006,沪B-17139
10462,971路,059L2147,S0E-009,沪B-17153
10462,971路,059L2182,S0E-010,沪B-17131
10462,971路,053L0164,W0G-018,沪D-41292
10462,971路,059L0011,W0G-021,沪D-24540
10462,971路,059L0069,W0G-022,沪D-41263
10462,971路,059L1910,W0G-023,沪D-28451
10462,971路,059L1840,W0G-057,沪D-75736
10462,971路,059L2347,W0G-058,沪D-48471
10462,971路,053L0167,W0G-020,沪D-41217
10465,976路,059L1309,S0I-069,沪D-48171
10465,976路,059L3143,W1A-006,沪D-94161
10465,976路,059L1698,S0I-070,沪D-50505
10465,976路,059L1745,S2F-040,沪B-22235
10465,976路,059L3074,S2F-044,沪B-22146
10465,976路,059L3385,W1B-025,沪D-A0828
10465,976路,059L2849,W1A-005,沪D-82457
10465,976路,059L2940,W1B-017,沪D-98466
10465,976路,059L3002,W1B-019,沪D-A0882
10465,976路,059L2902,W1B-022,沪D-A0858
10465,976路,059L3198,W1B-024,沪D-A0887
10465,976路,059L3110,W1B-016,沪D-A0869
10465,976路,059L1650,W1B-020,沪D-A0889
10465,976路,059L2915,W1B-018,沪D-A0876
10465,976路,059L3174,W1B-021,沪D-A0897
10465,976路,059L2895,W1B-023,沪D-A0838
10465,976路,059L0654,W1A-001,沪D-82350
10465,976路,059L3055,W1A-054,沪D-98481
10465,976路,059L3099,W1A-055,沪D-A0952
10465,976路,059L2876,W1A-052,沪D-A0873
10465,976路,059L2896,W1A-051,沪D-A0792
10465,976路,059L2971,W1A-053,沪D-A0896
10465,976路,059L2337,S0I-071,沪D-48458
10466,977路,059L3386,X9B-235,沪B-55341
10466,977路,059L1900,X9B-250,沪B-55047
10466,977路,059L2736,X9B-249,沪B-55246
10466,977路,059L2207,X9B-253,沪B-55473
10466,977路,059L1866,X9B-238,沪B-54761
10466,977路,059L1853,X9B-226,沪B-55415
10466,977路,059L2166,X9B-236,沪B-55042
10466,977路,059L1810,X9B-228,沪B-55141
10466,977路,059L1646,X9B-239,沪B-54973
10466,977路,059L1907,X9B-245,沪B-55140
10466,977路,059L1913,X9B-240,沪B-55245
10466,977路,059L1331,X9B-241,沪B-55346
10466,977路,059L1741,X9B-243,沪B-55147
10466,977路,059L1676,X9B-244,沪B-55493
10466,977路,059L1716,X9B-248,沪B-55417
10466,977路,059L1764,X9B-246,沪B-55439
10466,977路,059L1802,X9B-247,沪B-55425
10466,977路,059L1759,X9B-242,沪B-55420
10466,977路,059L1932,X9B-251,沪B-55146
10466,977路,059L1695,X9B-230,沪B-55603
10466,977路,059L1681,X9B-231,沪B-55403
10466,977路,059L3221,X9B-252,沪B-55440
10466,977路,059L1849,X9B-227,沪B-55446
10466,977路,059L1925,X9B-232,沪B-55423
10466,977路,059L1879,X9B-234,沪B-55442
10466,977路,059L1895,X9B-233,沪B-55243
10466,977路,059L1693,X9B-237,沪B-55041
10466,977路,059L1886,X9B-229,沪B-55413
10467,978路,559L1358,S0E-166,沪B-23251
10467,978路,559L2768,S0E-039,沪B-17046
10467,978路,559L2241,S0E-035,沪B-17276
10467,978路,559L2622,S0E-036,沪B-17193
10467,978路,559L2797,S0E-037,沪B-17290
10467,978路,559L2959,S0E-038,沪B-17265
10467,978路,559L2678,S0E-040,沪B-17278
10467,978路,559L1967,S0E-041,沪B-17283
10467,978路,559L1387,S0E-167,沪B-23217
10467,978路,559L1542,S0E-169,沪B-23218
10467,978路,559L1390,S0E-170,沪B-23243
10467,978路,559L2667,S0E-043,沪B-17250
10467,978路,559L2788,S0E-044,沪B-17105
10467,978路,559L1667,S0E-130,沪B-22590
10467,978路,559L2694,S0E-029,沪B-17272
10467,978路,559L0550,S0E-033,沪B-17161
10467,978路,559L2618,S0E-030,沪B-17295
10468,980路,559L2349,W2H-019,沪D-94110
10468,980路,559L3056,W2H-020,沪D-94152
10468,980路,559L2808,W2H-017,沪D-94171
10468,980路,559L3108,W2H-018,沪D-94077
10468,980路,559L0923,W2H-016,沪D-80347
10468,980路,559L2950,S2F-099,沪B-25167
10468,980路,559L2853,S2F-098,沪B-25042
10468,980路,559L2010,S2F-012,沪B-20700
10468,980路,559L3031,S2F-094,沪B-25091
10468,980路,559L3016,S2F-095,沪B-25139
10468,980路,559L3027,S2F-096,沪B-25120
10468,980路,559L2560,S2F-097,沪B-25101
10468,980路,559L2976,S2F-100,沪B-25163
10468,980路,559L2963,S2F-101,沪B-25149
10468,980路,559L0602,S2F-013,沪B-20623
10468,980路,559L3050,S2F-014,沪B-20671
10468,980路,559L2545,S2F-015,沪B-20442
10468,980路,559L3072,S2F-016,沪B-20541
10468,980路,559L2812,S2F-017,沪B-20593
10468,980路,559L2571,S2F-018,沪B-20707
10468,980路,559L1980,S2F-019,沪B-20729
10468,980路,559L3081,S2F-020,沪B-20529
10469,981路,559L1597,W2B-051,沪B-84989
10469,981路,559L2832,W2B-063,沪B-85247
10469,981路,559L2838,W2B-062,沪B-85223
10469,981路,559L3070,W2B-056,沪B-85340
10469,981路,559L3117,W2B-044,沪B-89173
10469,981路,559L2725,W2B-045,沪B-88240
10469,981路,559L2827,W2B-043,沪B-89170
10469,981路,559L3066,W2B-046,沪B-88940
10469,981路,559L3040,W2B-050,沪B-85342
10469,981路,559L3155,W2B-047,沪B-85345
10469,981路,559L1978,W2B-048,沪B-85126
10469,981路,559L3162,W2B-054,沪B-85149
10469,981路,559L3082,W2B-055,沪B-85273
10469,981路,559L3190,W2B-057,沪B-85067
10469,981路,559L2263,W2B-058,沪B-85240
10469,981路,559L1354,W0D-033,沪B-82309
10469,981路,559L2829,W2B-059,沪B-85141
10469,981路,559L2834,W2B-064,沪B-85245
10469,981路,559L1612,W0D-032,沪B-82437
10469,981路,559L0984,W2B-049,沪B-85275
10469,981路,559L3197,W2B-052,沪B-85137
10469,981路,559L1088,W2B-042,沪B-88421
10469,981路,559L2084,W2B-061,沪B-85147
10469,981路,559L3063,W2B-053,沪B-85173
10469,981路,559L3087,W2B-060,沪B-85027
10470,983路,050E0464,W9B-142,沪B-R7149
10470,983路,050E0490,W9B-139,沪B-R7243
10470,983路,050E0434,W9B-140,沪B-R7249
10470,983路,050E0694,W9B-146,沪B-T4191
10470,983路,059L1704,W7B-087,沪D-73506
10470,983路,059L0933,W7B-088,沪D-73623
10470,983路,050E0658,W9B-145,沪B-T4195
10470,983路,050E0550,W9B-141,沪B-R7042
10471,984路,229L0792,S0I-108,沪D-58277
10471,984路,229L0098,S0I-107,沪D-58247
10471,984路,229L0005,S0I-114,沪D-58209
10471,984路,223L0349,S0I-115,沪D-58283
10471,984路,229L1295,W2H-033,沪D-90959
10471,984路,223L0327,W2H-034,沪D-94020
10471,984路,229L2219,W2H-037,沪D-90975
10471,984路,229L0647,S0I-110,沪D-58251
10471,984路,229L2102,S0I-111,沪D-58281
10471,984路,229L2505,S0I-112,沪D-58263
10471,984路,229L1027,S0I-113,沪D-58255
10471,984路,229L3083,W2H-035,沪D-90927
10471,984路,229L3138,W2H-036,沪D-90998
10471,984路,229L0094,S0I-109,沪D-58278
10472,985路,550E0586,W9B-187,沪B-T4025
10472,985路,550H0098,S0I-031,沪D-16930
10472,985路,550E0691,W9B-186,沪B-T4249
10472,985路,550L0219,S0I-027,沪D-16892
10472,985路,550H0024,S0I-024,沪D-16821
10472,985路,559L1106,W0F-100,沪D-58295
10472,985路,559L0523,W0F-101,沪D-58292
10472,985路,559L0530,W0F-099,沪D-58330
10472,985路,550J0323,S0I-022,沪D-16847
10472,985路,559L3120,S0I-023,沪D-16870
10472,985路,559L0244,S0I-028,沪D-16931
10472,985路,559L1710,S0I-029,沪D-16792
10472,985路,559L1155,S0I-030,沪D-16926
10472,985路,550E0585,W9B-044,沪B-R2157
10472,985路,550E0601,W9B-045,沪B-R2199
10472,985路,550E0359,W9B-046,沪B-R2220
10472,985路,550E0933,W9B-047,沪B-R2226
10472,985路,550K0223,S0I-026,沪D-11743
10472,985路,550J0640,S0I-025,沪D-16937
10472,985路,550E0705,W9B-188,沪B-T4296
10473,986路,559L2071,S0E-128,沪B-22607
10473,986路,559L1958,S0E-129,沪B-22615
10473,986路,559L2608,S0E-184,沪B-23241
10473,986路,559L1949,W0F-078,沪D-58302
10473,986路,559L2578,W2B-066,沪B87345
10473,986路,559L2674,W2B-067,沪B87416
10473,986路,559L2707,W2H-014,沪D-94049
10473,986路,559L0226,W0F-076,沪D-58192
10473,986路,559L0506,W0F-077,沪D-58272
10473,986路,559L0500,W0F-079,沪D-58336
10473,986路,553L0339,W0F-080,沪D-58352
10473,986路,559L2516,W2B-065,沪B87402
10473,986路,559L1377,S0E-127,沪B-22555
104731,986路区间,559L2379,S0E-180,沪B-23173
104731,986路区间,559L2769,S0E-188,沪B-23230
104731,986路区间,559L2570,W2B-070,沪B-87442
104731,986路区间,559L2695,W2B-071,沪B87410
104731,986路区间,559L2270,W2B-076,沪B87340
104731,986路区间,559L2772,W2B-077,沪B87411
104731,986路区间,559L2718,W2B-078,沪B87415
104731,986路区间,559L2742,W2B-079,沪B87249
104731,986路区间,559L1898,W2B-080,沪B87341
104731,986路区间,559L2726,W2B-081,沪B87426
104731,986路区间,559L1554,S0E-031,沪B-17248
104731,986路区间,559L2607,S0E-192,沪B-23191
104731,986路区间,559L2794,W0A-036,沪B-17806
104731,986路区间,559L0833,W0A-037,沪B-17862
104731,986路区间,559L3319,W2B-068,沪B87407
104731,986路区间,559L2274,W2B-072,沪B87401
104731,986路区间,559L2777,W2B-073,沪B87049
104731,986路区间,559L2635,W2B-074,沪B87441
104731,986路区间,559L2698,W2B-075,沪B87146
104731,986路区间,559L2744,W2B-082,沪B87403
104731,986路区间,559L2732,S0E-181,沪B-23242
104731,986路区间,559L2503,W2B-069,沪B87412
104731,986路区间,559L2907,S0E-194,沪B-23201
104731,986路区间,559L2775,S0E-034,沪B-17093
10474,987路,229L3075,W9A-127,沪B-82132
10474,987路,229L1145,W9A-125,沪B-82297
10474,987路,229L0855,W9A-124,沪B-82293
10474,987路,229L0827,W9A-123,沪B-82253
10474,987路,229L0825,W9A-121,沪B-82275
10474,987路,229L0862,W9A-017,沪B-49971
10474,987路,229L1122,S0I-121,沪D-58217
10474,987路,229L3067,S0I-099,沪D-52852
10474,987路,229L2898,S0I-102,沪D-52871
10474,987路,229L2192,S0I-101,沪D-52897
10474,987路,223L0296,S0I-100,沪D-52817
10474,987路,229L0899,W9A-128,沪B-82345
10474,987路,229L1152,W9A-126,沪B-82327
10252,988路,050G0080,S9A-077,沪B-91353
10252,988路,050E0467,W9B-128,沪B-R2918
10252,988路,050K0016,S9A-076,沪B-91337
10252,988路,050A0182,S9A-086,沪B-91421
10252,988路,050A0157,S9A-085,沪B-91405
10252,988路,050A0174,S9A-084,沪B-91410
10252,988路,050K0061,S9A-082,沪B-91221
10252,988路,050A0199,S9A-081,沪B-91428
10252,988路,050K0104,S9A-080,沪B-91415
10252,988路,050H0216,S9A-079,沪B-91295
10252,988路,050K0107,S9A-078,沪B-91379
10252,988路,050L0053,S9A-083,沪B-91225
10760,989路,059L2206,X9B-166,沪B-49525
10760,989路,059L0981,X9B-171,沪B-49563
10760,989路,059L2108,X9B-257,沪B-60147
10760,989路,059L2235,X9B-260,沪B-60513
10760,989路,059L2191,X9B-164,沪B-49483
10760,989路,059L2186,X9B-167,沪B-49530
10760,989路,059L2387,X9B-176,沪B-49645
10760,989路,059L1985,X9B-089,沪B-36365
10760,989路,059L2185,X9B-169,沪B-49545
10760,989路,059L2244,X9B-262,沪B-60443
10760,989路,059L2057,X9B-163,沪B-49476
10760,989路,059L2137,X9B-174,沪B-49637
10760,989路,059L2116,X9B-170,沪B-49557
10760,989路,059L2183,X9B-168,沪B-49537
10760,989路,059L2145,X9B-165,沪B-49493
10760,989路,059L2150,X9B-258,沪B-60149
10760,989路,059L2131,X9B-172,沪B-49617
10760,989路,059L1939,X9B-272,沪B-60403
10760,989路,050E0857,X9B-132,沪B-46449
10760,989路,059L2392,X9B-173,沪B-49631
10760,989路,059L2245,X9B-261,沪B-60247
10760,989路,059L2845,X9B-256,沪B-60343
10760,989路,059L1638,X9B-255,沪B-60449
10760,989路,059L2365,X9B-274,沪B-60447
10760,989路,059L2119,X9B-175,沪B-49642
10760,989路,059L2208,X9B-273,沪B-60518
10760,989路,059L1832,X9B-177,沪B-49646
10760,989路,059L2247,X9B-162,沪B-49457
10760,989路,059L2260,X9B-254,沪B-60291
10760,989路,059L2217,X9B-178,沪B-49653
10773,990路,059L2393,X9B-069,沪B-23762
10773,990路,059L2564,W9H-001,沪A-Z1511
10773,990路,059L1337,W9H-002,沪A-Z1528
10773,990路,059L1675,W9H-003,沪A-Z0250
10773,990路,059L2346,W9H-004,沪A-Z1568
10773,990路,059L3407,W9H-005,沪A-Z1520
10773,990路,059L2174,X9B-068,沪B-23748
10773,990路,059L3403,W9H-007,沪A-Z0225
10773,990路,059L0734,W9H-008,沪A-Z1523
10773,990路,059L3463,W9H-009,沪A-Z1559
10773,990路,059L1120,W9H-010,沪A-Z0112
10773,990路,059L2081,W9H-011,沪A-Z0113
10773,990路,059L2967,W9H-012,沪A-Z0115
10773,990路,059L0207,W9H-006,沪A-Z0205
10504,991路,059L1979,X0B-024,沪B-71806
10504,991路,059L2056,X0B-042,沪B-71411
10504,991路,059L1926,X0B-050,沪B-71732
10504,991路,059L2900,X0B-048,沪B-71495
10504,991路,059L2304,X0B-030,沪B-71847
10504,991路,059L1999,X0B-041,沪B-71542
10504,991路,059L1994,X0B-052,沪B-71549
10504,991路,059L1965,X0B-054,沪B-71470
10504,991路,059L1869,X0B-023,沪B-71472
10504,991路,059L2683,X0B-026,沪B-71546
10504,991路,059L2336,X0B-028,沪B-71419
10504,991路,059L2317,X0B-029,沪B-71747
10504,991路,059L1860,X0B-031,沪B-71429
10504,991路,059L1993,X0B-035,沪B-71640
10504,991路,059L3132,X0B-037,沪B-71492
10504,991路,059L2254,X0B-039,沪B-71435
10504,991路,059L2149,X0B-051,沪B-71481
10504,991路,059L1725,X0B-025,沪B-71483
10504,991路,059L2290,X0B-033,沪B-71635
10504,991路,059L2316,X0B-044,沪B-71783
10504,991路,059L2093,X0B-046,沪B-71437
10504,991路,059L1990,X0B-047,沪B-71471
10504,991路,059L3341,X0B-049,沪B-71476
10504,991路,059L2236,X0B-057,沪B-71641
10504,991路,059L2280,X0B-043,沪B-71415
10504,991路,059L2104,X0B-059,沪B-71443
10504,991路,059L2239,X0B-032,沪B-71439
10504,991路,059L2019,X0B-045,沪B-71493
10504,991路,059L2309,X0B-027,沪B-71746
10504,991路,059L1998,X0B-036,沪B-71749
10504,991路,059L2372,X0B-040,沪B-71467
105041,991路区间,050E0164,X9B-106,沪B-46549
105041,991路区间,050E0109,X9B-107,沪B-46432
105041,991路区间,050E0125,X9B-109,沪B-46803
105041,991路区间,059L1812,X9B-285,沪B-60512
10649,992路,050A0115,S0E-264,沪B-70557
10649,992路,050A0101,S0E-268,沪B-70556
10649,992路,050H0920,S0E-261,沪B-70501
10649,992路,050A0124,S0E-263,沪B-70582
10649,992路,050A0061,S0E-266,沪B-70597
10649,992路,050A0176,S0E-269,沪B-70429
10649,992路,050A0120,S0E-272,沪B-70426
10649,992路,050J0155,S0E-274,沪B-70569
10649,992路,050L0199,S0E-275,沪B-70477
10649,992路,050H0176,S0E-277,沪B-70441
10649,992路,050K0060,S0E-281,沪B-70346
10649,992路,050A0187,S0E-280,沪B-70545
10649,992路,050A0185,S0E-282,沪B-70428
10649,992路,050K0072,S0E-278,沪B-70589
10649,992路,050K0097,S0E-283,沪B-70610
10649,992路,050L0154,S0E-273,沪B-70565
10649,992路,050A0109,S0E-276,沪B-70572
10649,992路,050K0070,S0E-267,沪B-70593
10649,992路,050A0111,S0E-265,沪B-70599
10649,992路,050A0079,S0E-270,沪B-70567
10649,992路,050G0028,S0E-237,沪B-51273
10649,992路,050G0082,S0E-262,沪B-70566
10649,992路,050K0136,S0E-284,沪B-70460
10649,992路,050A0102,S0E-271,沪B-70492
10649,992路,050H0118,S0E-279,沪B-70553
10649,992路,050G0014,S0E-260,沪B-70467
10648,993路,059L1705,W9A-222,沪B-97546
10648,993路,059L3566,W9H-021,沪D-F8627
10648,993路,059L3492,W9H-023,沪D-F6842
10648,993路,059L3468,W9H-024,沪D-F8755
10648,993路,059L3496,W9H-025,沪D-F8756
10648,993路,059L3425,W9H-026,沪D-F8703
10648,993路,059L3495,W9H-027,沪D-F8673
10648,993路,059L3345,W9H-028,沪D-F8541
10648,993路,059L3487,W9H-034,沪D-F8727
10648,993路,059L3486,W9H-032,沪D-F8672
10648,993路,059L3433,W9H-036,沪D-F8742
10648,993路,059L3481,W9H-029,沪D-F8743
10648,993路,059L3467,W9H-030,沪D-F8748
10648,993路,059L3411,W9H-033,沪D-F8746
10648,993路,059L3414,W9H-035,沪D-F8737
10648,993路,059L3541,W9H-037,沪D-F8731
10648,993路,059L3418,W9H-013,沪D-F8698
10648,993路,059L3490,W9H-014,沪D-F8643
10648,993路,059L3458,W9H-015,沪D-F8759
10648,993路,059L3497,W9H-016,沪D-F8738
10648,993路,059L3457,W9H-017,沪D-F8647
10648,993路,059L3280,W9H-018,沪D-F6457
10648,993路,059L3432,W9H-019,沪D-F8705
10648,993路,059L3451,W9H-020,沪D-F8750
10648,993路,059L3387,W9H-031,沪D-F8753
10648,993路,059L3592,W9H-038,沪D-F8719
10648,993路,059L3482,W9H-039,沪D-F8745
10648,993路,059L3419,W9H-040,沪D-F8741
10648,993路,059L3447,W9H-022,沪D-F8765
10920,995路,229L0176,S0G-096,沪B-82155
10920,995路,229L3128,S0G-101,沪B-81942
10920,995路,229L0150,S0G-105,沪B-82042
10920,995路,229L0191,S0G-104,沪B-81842
10920,995路,229L1262,S0G-087,沪B-81841
10920,995路,229L0073,S0G-106,沪B-82112
10920,995路,229L1253,S0G-099,沪B-82043
10920,995路,229L3001,S0G-092,沪B-81647
10920,995路,229L0076,S0G-095,沪B-81847
10920,995路,229L3109,S0G-098,沪B-82113
10920,995路,229L0190,S0G-100,沪B-81140
10920,995路,229L0148,S0G-103,沪B-81970
10920,995路,229L0087,S0G-107,沪B-81940
10920,995路,229L0612,S0G-091,沪B-82047
10920,995路,229L0107,S0G-102,沪B-81941
10920,995路,229L0146,W1B-041,沪D-B9133
10920,995路,229L3394,W1B-042,沪D-B9185
10920,995路,229L2921,W1B-043,沪D-B9167
10920,995路,229L3357,W1B-044,沪D-B9188
10920,995路,229L3344,W1B-045,沪D-B9113
10920,995路,229L0581,S0G-097,沪B-81943
10920,995路,229L1028,S0G-093,沪B-81947
10920,995路,229L0097,S0G-094,沪B-82010
20027,保税区1号,229L0834,W9A-075,沪B-80940
20027,保税区1号,223L0354,W9A-074,沪B-80841
20027,保税区1号,229L0797,W9A-077,沪B-81146
20027,保税区1号,229L0812,W9A-078,沪B-80845
20027,保税区1号,229L0779,W9A-076,沪B-81172
20028,保税区2号,229L0872,W9A-080,沪B-80975
20028,保税区2号,229L0845,W9A-081,沪B-81240
20028,保税区2号,229L0692,W9A-082,沪B-80746
20028,保税区2号,229L0096,S0G-121,沪B-82073
20029,保税区3号,229L0691,W9A-079,沪B-80847
20029,保税区3号,229L0648,W9A-117,沪B-82346
20029,保税区3号,229L0888,W9A-119,沪B-82273
20029,保税区3号,229L1294,S0G-124,沪B-82101
20029,保税区3号,229L0900,W9A-083,沪B-81309
20030,保税区4号,229L0824,W9A-084,沪B-81147
20030,保税区4号,229L0572,Z9B-031,沪B-29667
20030,保税区4号,229L0764,W9A-118,沪B-82370
20030,保税区4号,229L0676,Z9B-034,沪B-29865
11024,北蔡1路,050H0193,X9B-294,沪B-84115
11024,北蔡1路,050E0648,W9B-159,沪B-T4175
11024,北蔡1路,050E0680,W9B-160,沪B-T4205
11024,北蔡1路,059L1867,W9B-032,沪B-D9347
10070,北蔡2路,559L3314,W7C-049,沪D-G0188
10070,北蔡2路,559L3366,W7C-050,沪D-G0031
10070,北蔡2路,559L3278,W7C-048,沪D-G0171
10070,北蔡2路,559L0838,W7B-044,沪D-39148
10070,北蔡2路,559L0767,W7B-005,沪D-28321
10495,蔡陆专线,059L1798,W9A-226,沪B-97421
10495,蔡陆专线,059L1940,W9A-227,沪B-97433
10495,蔡陆专线,059L1920,W9A-228,沪B-97643
10495,蔡陆专线,059L1688,W9A-225,沪B-97645
10495,蔡陆专线,059L1539,W9A-045,沪B-79411
10495,蔡陆专线,059L1663,W9A-240,沪B-97473
10495,蔡陆专线,059L1917,W9A-044,沪B-79048
10495,蔡陆专线,059L2144,W9A-047,沪B-79342
10495,蔡陆专线,059L1875,W9A-241,沪B-97591
10495,蔡陆专线,059L1838,W9A-229,沪B-97471
10495,蔡陆专线,059L1938,W9A-230,沪B-97463
10495,蔡陆专线,059L1935,W9A-231,沪B-97745
10495,蔡陆专线,059L1901,W9A-232,沪B-97493
10495,蔡陆专线,059L1884,W9A-233,沪B-97843
10495,蔡陆专线,059L1982,W9A-234,沪B-97436
10495,蔡陆专线,059L1822,W9A-235,沪B-97492
10495,蔡陆专线,059L1733,W9A-236,沪B-97641
10495,蔡陆专线,059L1829,W9A-237,沪B-97480
10495,蔡陆专线,059L1904,W9A-238,沪B-97647
10495,蔡陆专线,059L1790,W9A-224,沪B-97841
10495,蔡陆专线,059L2227,X9B-265,沪B-60497
10495,蔡陆专线,059L2221,X9B-268,沪B-60493
10495,蔡陆专线,059L2539,W9A-043,沪B-79243
10495,蔡陆专线,059L2374,W9A-046,沪B-79438
10495,蔡陆专线,059L1903,W9A-239,沪B-97491
10495,蔡陆专线,059L1765,X9B-271,沪B-60439
10495,蔡陆专线,059L2382,X9B-266,沪B-60409
10495,蔡陆专线,059L2243,X9B-267,沪B-60348
10495,蔡陆专线,059L2129,X9B-269,沪B-60505
10495,蔡陆专线,059L2384,X9B-270,沪B-60271
11052,曹路1路,229L1127,W7A-021,沪B-R9625
11052,曹路1路,229L0537,W7A-020,沪B-R9655
12047,曹路2路,229L1210,S0I-119,沪D-58280
12047,曹路2路,229L2355,S0I-117,沪D-58268
12047,曹路2路,229L1282,S0Y-007,沪D-58422
12047,曹路2路,229L2005,S0Y-008,沪D-55457
12047,曹路2路,229L2278,S0Y-009,沪D-58391
12047,曹路2路,229L0519,S0Y-010,沪D-58402
12047,曹路2路,223L0363,S0Y-011,沪D-58408
12047,曹路2路,229L0241,S0Y-012,沪D-58332
12047,曹路2路,229L0895,S0Y-005,沪D-58416
12047,曹路2路,229L0070,S0Y-006,沪D-58393
12047,曹路2路,229L2324,S0I-118,沪D-58253
12072,曹路3路,229L2599,W7B-099,沪D-82577
12118,曹路4路,220E0563,W7A-025,沪B-R9700
12118,曹路4路,220E0594,W7A-026,沪B-R9693
20064,曹路定班,22BG6825,JL-032,沪B-G6825
10138,测试线路,059L3298,CSX-004,CSX-004
10138,测试线路,050TST93,CSX-006,CSX-006
10138,测试线路,050TST91,CSX-005,CSX-005
10138,测试线路,05AT8371,N7A-033,沪A-T8371
101382,测试线路,220TST12,L7A-029,沪B-53452
10138,测试线路,050TST94,CSX-003,CSX-003
10138,测试线路,05TST108,307-002,沪X-00002
101382,测试线路,220G0032,L7A-027,沪B-53443
10138,测试线路,059L2645,ZZZ-111,沪C-E4161
10501,川白线,229L1086,S0H-038,沪B-42175
10501,川白线,229L1040,S0H-039,沪B-42340
10501,川白线,229L1204,S0H-043,沪B-42401
10501,川白线,229L1175,S0H-042,沪B-42370
10501,川白线,229L1060,S0G-045,沪B-67370
10501,川白线,229L1222,S0H-044,沪B-42405
10501,川白线,229L0218,W9A-152,沪B-82022
10501,川白线,229L0023,W9A-153,沪B-81646
10501,川白线,229L1026,W9A-150,沪B-81965
10501,川白线,229L1049,S0H-041,沪B-42247
10231,川奉专线,229L0161,W9A-110,沪B-82342
10231,川奉专线,229L0154,W9A-101,沪B-82316
10231,川奉专线,229L2078,W9A-114,沪B-82149
10231,川奉专线,229L1211,W9A-103,沪B-82241
10231,川奉专线,229L3356,W9A-106,沪B-82287
10231,川奉专线,229L1198,W9A-113,沪B-82357
10231,川奉专线,229L0804,W9A-201,沪B-96427
10231,川奉专线,223L0286,W9A-211,沪B-95447
10231,川奉专线,223L0358,W9A-100,沪B-82207
10231,川奉专线,220E0892,W9B-100,沪B-R7036
10231,川奉专线,220E0498,W9B-090,沪B-R7066
10231,川奉专线,220E0306,W9B-092,沪B-R7078
10231,川奉专线,220E0639,W9B-093,沪B-R7067
10231,川奉专线,220E0457,W9B-094,沪B-R7051
10231,川奉专线,220E0837,W9B-095,沪B-R7077
10231,川奉专线,220E0499,W9B-096,沪B-R7032
10231,川奉专线,220E0534,W9B-097,沪B-R7037
