"XLID","SZGJFX","ZDID","ZDMC","SOURCE_LON","SOURCE_LAT"
"10708","0","3FBB0000","新三","121.826679","30.969606"
"10708","0","3EBD0000","路北","121.838326","30.965878"
"10708","0","3DC20003","棉场","121.859930","30.961786"
"10708","0","3CC50000","旺欣","121.876034","30.958903"
"10708","0","3CC60000","外三灶","121.880809","30.958057"
"10708","0","3CC6000D","三三公路两港大道","121.884915","30.957340"
"10708","0","3CC70000","三三公路塘下公路","121.889371","30.956508"
"10708","0","3CC90000","三三公路振东路","121.898981","30.956236"
"10708","0","3CCA0000","东海农场","121.903138","30.956536"
"10708","1","3CCA0000","东海农场","121.902697","30.956572"
"10708","1","3CC90001","三三公路振东路","121.899077","30.956308"
"10708","1","3CC70001","三三公路塘下公路","121.889435","30.956577"
"10708","1","3CC6000E","三三公路两港大道","121.884904","30.957419"
"10708","1","3CC60001","外三灶","121.880883","30.958103"
"10708","1","3CC50001","旺欣","121.875961","30.958982"
"10708","1","3DC20000","棉场","121.859937","30.961854"
"10708","1","3EBD0001","路北","121.838326","30.965878"
"10708","1","3FBB0001","新三","121.826595","30.969702"
"10708","1","3FB90004","三三公路万牧路","121.817646","30.972841"
"10708","1","40B90000","万祥","121.814759","30.973998"
"10708","1","40B70002","紫丁香花园","121.805493","30.975685"
"10708","1","41B40000","万五","121.787226","30.980577"
"10708","1","42B20001","长安","121.778417","30.984148"
"10708","1","43B00003","老鹳嘴","121.768610","30.987503"
"10708","1","45B00001","周家码头","121.768634","31.000355"
"10708","1","47B00001","邬家路","121.769827","31.009027"
"10708","1","49B1000B","四墩村","121.771223","31.016597"
"10708","1","4AB10001","团结","121.771550","31.022819"
"10708","1","4FB10005","黄路","121.770997","31.042442"
"10708","1","4FB00002","王家滩","121.770132","31.043835"
"10708","1","50AE0002","南汇汽车站","121.759462","31.048813"
"10709","0","50AE0002","南汇汽车站","121.759058","31.049320"
"10709","0","51AE0007","人民东路南祝路","121.759582","31.051473"
"10709","0","50AF0000","荡湾社区","121.763875","31.047014"
"10709","0","4FAC0000","南门","121.749436","31.043016"
"10709","0","4FAB0000","城南（清漪园）","121.742926","31.042450"
"10709","0","4FAA0003","沪南公路听潮路","121.738775","31.042547"
"10709","0","4FA90000","旧盐港","121.731958","31.042512"
"10709","0","4EA90000","大川公路沪南公路","121.730988","31.040848"
"10709","0","4DA90001","大川公路汇成路","121.730845","31.034300"
"10709","0","4DA80000","南汇工业园区卫生所","121.727518","31.033282"
"10709","0","4DA70000","胜华电缆厂","121.718622","31.036017"
"10709","0","4DA50000","汇成路南芦公路","121.712500","31.036368"
"10709","0","4DA30000","汇成路园西路","121.701791","31.035975"
"10709","0","4CA30001","宣中路宣黄公路","121.699508","31.030693"
"10709","0","4BA20003","宣桥中心幼儿园","121.696466","31.026551"
"10709","0","4BA20004","宣桥居民社区","121.694732","31.023975"
"10709","0","49A20000","宣桥","121.695517","31.017361"
"10709","1","49A20000","宣桥","121.695606","31.017719"
"10709","1","4BA20005","宣桥居民社区","121.694748","31.023893"
"10709","1","4BA20006","宣桥中心幼儿园","121.696528","31.026593"
"10709","1","4CA30002","宣中路宣黄公路","121.699587","31.030652"
"10709","1","4DA30001","汇成路园西路","121.702450","31.035941"
"10709","1","4DA50001","汇成路南芦公路","121.712782","31.036271"
"10709","1","4DA70001","胜华电缆厂","121.718721","31.035900"
"10709","1","4DA80001","南汇工业园区卫生所","121.727278","31.033256"
"10709","1","4DA90002","大川公路汇成路","121.730942","31.034321"
"10709","1","4EA90001","大川公路沪南公路","121.731107","31.040628"
"10709","1","4FA90001","旧盐港","121.731973","31.042398"
"10709","1","4FAA0002","沪南公路听潮路","121.738806","31.042370"
"10709","1","4FAB0001","城南（清漪园）","121.742888","31.042287"
"10709","1","4FAC0001","南门","121.749443","31.042928"
"10709","1","50AE0002","南汇汽车站","121.759483","31.048729"
"10718","0","52B2000D","南汇大学城车站","121.779472","31.056050"
"10718","0","52B10000","双翼学校","121.776378","31.055223"
"10718","0","52AF0002","东城二村","121.766468","31.055375"
"10718","0","52AE0006","南祝路拱极路","121.758858","31.055235"
"10718","0","51AE0002","南祝路人民路","121.758305","31.052172"
"10718","0","50AE0001","东门汽车站","121.758847","31.049142"
"10718","0","4FAC0000","南门","121.750337","31.043172"
"10718","0","4FAA0003","沪南公路听潮路","121.738913","31.042535"
"10718","0","4FA90000","旧盐港","121.732993","31.042650"
"10718","0","4EA70001","沪南公路园中路","121.721928","31.040862"
"10718","0","4EA50000","薛家宅","121.711382","31.039670"
"10718","0","50A5000B","南六公路人民西路","121.710322","31.049710"
"10718","0","51A50000","上海野生动物园","121.710135","31.056062"
"10718","0","53A5000D","艺泰安邦","121.709442","31.063428"
"10718","0","55A50001","三灶","121.708633","31.071798"
"10718","0","58A40002","南六公路发展中路","121.706633","31.085007"
"10718","0","5AA40010","会龙寺","121.705350","31.094085"
"10718","0","5DA30000","朱店","121.703002","31.103392"
"10718","0","5FA30000","新华","121.699957","31.111815"
"10718","0","60A20001","六灶","121.694937","31.118797"
"10718","0","5E9D0000","和平","121.671793","31.113780"
"10718","0","5E9B0001","窑港桥","121.659622","31.111167"
"10718","0","5E990001","瓦屑","121.649252","31.109858"
"10718","0","5E970005","周祝公路申江路","121.638538","31.109410"
"10718","0","5D920000","周祝公路琥珀路","121.616820","31.106263"
"10718","0","5D910001","周祝公路天雄路","121.605837","31.105727"
"10718","0","5C8D0001","周祝公路周东路","121.584353","31.102392"
"10718","0","5D8C0001","康沈路繁荣路","121.577845","31.106242"
"10718","0","5F8B0003","康沈公路年家浜路","121.574287","31.116692"
"10718","0","608B000F","周浦","121.572777","31.118582"
"10718","0","618A0000","公元新村","121.571160","31.124442"
"10718","0","638A0016","康沈公路秀浦路","121.570360","31.132020"
"10718","0","648A0012","康沈公路秀沿路","121.567902","31.140183"
"10718","0","658A0000","康沈公路秀康路","121.566633","31.142915"
"10718","0","67890002","沪南路康桥路","121.562807","31.150108"
"10718","0","68880000","沪南路康花路","121.560845","31.156107"
"10718","0","6B880000","沪南路绿科路","121.558897","31.166403"
"10718","0","6E870000","沪南路北中路","121.551157","31.184213"
"10718","0","70860001","沪南路高科西路","121.547985","31.191797"
"10718","0","71860004","沪南路芳华路","121.546077","31.195307"
"10718","0","757B0002","陆家浜路跨龙路","121.490903","31.215055"
"10718","0","74780001","徐家汇路黄陂南路","121.473458","31.211827"
"10718","0","78760007","成都北路延安中路","121.463448","31.228082"
"10718","0","7D730000","上海火车站","121.447457","31.250012"
"10718","1","7D730000","上海火车站","121.447457","31.250012"
"10718","1","78760001","成都北路延安中路","121.462707","31.228197"
"10718","1","74780002","徐家汇路黄陂南路","121.473198","31.211695"
"10718","1","757B0003","陆家浜路跨龙路","121.490683","31.214945"
"10718","1","71850002","沪南路芳华路","121.545910","31.194885"
"10718","1","6F860019","沪南路高科西路","121.548763","31.189892"
"10718","1","6F86001A","沪南路北中路","121.550190","31.185852"
"10718","1","6B880001","沪南路绿科路","121.556395","31.170997"
"10718","1","68880001","沪南路康花路","121.560748","31.155365"
"10718","1","67890001","沪南路康桥路","121.562655","31.149737"
"10718","1","65890002","康沈公路秀康路","121.566147","31.143307"
"10718","1","648A0011","康沈公路秀沿路","121.567958","31.139603"
"10718","1","638A0015","康沈公路秀浦路","121.570260","31.132262"
"10718","1","618A0001","公元新村","121.571170","31.123597"
"10718","1","608A0007","周浦","121.571287","31.120100"
"10718","1","5F8B0002","康沈公路年家浜路","121.573903","31.116753"
"10718","1","5D8B000D","康沈路繁荣路","121.577383","31.107038"
"10718","1","5C8D0000","周祝公路周东路","121.584543","31.102197"
"10718","1","5D910002","周祝公路天雄路","121.607335","31.105612"
"10718","1","5D920001","红桥","121.618448","31.106112"
"10718","1","5E970006","周祝公路申江路","121.638957","31.109373"
"10718","1","5E990000","瓦屑","121.650372","31.109785"
"10718","1","5E9B0002","窑港桥","121.658985","31.111130"
"10718","1","5E9D0001","和平","121.671633","31.113662"
"10718","1","60A20000","六灶","121.695475","31.118862"
"10718","1","5EA3000D","新华","121.700467","31.110050"
"10718","1","5DA30001","朱店","121.702888","31.103467"
"10718","1","5AA40005","会龙寺","121.705197","31.094087"
"10718","1","58A40003","南六公路发展中路","121.706470","31.084860"
"10718","1","55A50002","三灶","121.708520","31.070300"
"10718","1","53A5000E","艺泰安邦","121.709252","31.063382"
"10718","1","51A50001","上海野生动物园","121.709912","31.055432"
"10718","1","50A5000C","南六公路人民西路","121.710142","31.050077"
"10718","1","4EA50003","薛家宅","121.712720","31.039397"
"10718","1","4EA70000","沪南公路园中路","121.721933","31.040697"
"10718","1","4FA90001","旧盐港","121.732737","31.042412"
"10718","1","4FAA0002","沪南公路听潮路","121.740177","31.042250"
"10718","1","4FAD0016","南门","121.752018","31.043025"
"10718","1","50AE0002","东门汽车站","121.758942","31.049013"
"10718","1","51AE0003","南祝路人民路","121.758488","31.052152"
"10718","1","51AE0013","南祝路拱极路","121.758797","31.054068"
"10718","1","52AF0003","东城二村","121.767035","31.055202"
"10718","1","52B10001","双翼学校","121.776443","31.055092"
"10718","1","52B2000D","南汇大学城车站","121.779528","31.056075"
"10760","0","7AA70015","环庆东路","121.724318","31.235183"
"10760","0","7AA60014","环庆中路东川公路","121.717072","31.235503"
"10760","0","7AA70009","环庆中路庆利路","121.719987","31.235858"
"10760","0","7AA70005","庆利路庆荣路","121.720090","31.238393"
"10760","0","7AA60001","庆荣路东川公路","121.716647","31.238338"
"10760","0","7BA50001","东川公路合庆镇","121.713450","31.241100"
"10760","0","7BA50003","龙东大道东川公路","121.710592","31.243722"
"10760","0","7BA30001","龙东大道顾江路","121.703337","31.241400"
"10760","0","7AA20001","龙东大道东胜路","121.692917","31.238865"
"10760","0","7AA00001","龙东大道川沙路","121.679940","31.236445"
"10760","0","799D0001","华东路龙东大道","121.669138","31.234370"
"10760","0","7A9D0001","卡园三路华东路","121.667002","31.237212"
"10760","0","7B9C0001","上丰路卡园路","121.662880","31.240787"
"10760","0","7A9B0003","顾唐路上丰路","121.657897","31.238930"
"10760","0","7A9B0000","顾唐路龙东大道","121.659200","31.232447"
"10760","0","78990001","龙东大道龙新路","121.649695","31.230062"
"10760","0","78980003","龙东大道唐陆路","121.642358","31.228808"
"10760","0","7795000F","龙东大道张东路","121.626242","31.226088"
"10760","0","77940001","龙东大道申江路","121.622905","31.225043"
"10760","0","77920001","龙东大道广兰路","121.611825","31.223613"
"10760","0","76900001","龙东大道张江路","121.602620","31.221880"
"10760","0","768E000C","龙东大道金科路","121.590993","31.219167"
"10760","0","758C0001","龙东大道科苑路","121.581450","31.214547"
"10760","0","7388000C","龙阳路芳甸路（上海新国际博览中心）","121.559032","31.206402"
"10760","0","73870001","龙阳路地铁站","121.553467","31.206537"
"10760","0","73870000","白杨路樱花路","121.551463","31.208490"
"10760","0","74850003","梅花路海桐路","121.545177","31.211080"
"10760","0","74850000","牡丹路玉兰路","121.541727","31.208880"
"10760","0","74830001","浦建路锦绣路","121.534223","31.209550"
"10760","0","74820003","浦建路杨高南路","121.528832","31.210073"
"10760","0","74810003","东方路蓝村路","121.522588","31.211758"
"10760","0","76820000","东方路峨山路","121.525337","31.218742"
"10760","0","78810012","东方路浦电路","121.523172","31.227170"
"10760","0","7A800002","东方路乳山路","121.518523","31.236547"
"10760","0","7B800002","东方路栖霞路","121.516438","31.240808"
"10760","0","7B800004","其昌栈渡口","121.515257","31.244013"
"10760","1","7B800004","其昌栈渡口","121.515212","31.244262"
"10760","1","7B800000","东方路栖霞路","121.516088","31.240352"
"10760","1","7A800003","东方路乳山路","121.518028","31.236592"
"10760","1","78810006","东方路潍坊路","121.521310","31.229570"
"10760","1","76810000","东方路峨山路","121.524847","31.218770"
"10760","1","74810001","东方路蓝村路","121.522573","31.212633"
"10760","1","74820004","浦建路杨高南路","121.528868","31.209540"
"10760","1","74840003","浦建路锦绣路","121.536632","31.208560"
"10760","1","73850004","樱花路浦建路","121.542267","31.207378"
"10760","1","74860002","梅花路海桐路","121.544697","31.210943"
"10760","1","74870000","白杨路樱花路","121.551198","31.208248"
"10760","1","73870012","龙阳路地铁站","121.555710","31.205545"
"10760","1","73890001","龙阳路芳甸路（上海新国际博览中心）","121.561385","31.206263"
"10760","1","758C0000","龙东大道科苑路","121.583695","31.215015"
"10760","1","768F0000","龙东大道金科路","121.588992","31.218085"
"10760","1","76900000","龙东大道张江路","121.600798","31.221063"
"10760","1","77920000","龙东大道广兰路","121.613565","31.223247"
"10760","1","77940000","龙东大道申江路","121.622800","31.224420"
"10760","1","78960000","龙东大道张东路","121.628697","31.226003"
"10760","1","78980002","龙东大道唐陆路","121.641845","31.228248"
"10760","1","78990000","龙东大道龙新路","121.646220","31.229013"
"10760","1","799B0003","顾唐路龙东大道","121.659422","31.232477"
"10760","1","7A9B0004","顾唐路上丰路","121.658125","31.238932"
"10760","1","7B9C0000","上丰路卡园路","121.663005","31.240447"
"10760","1","7A9D0002","卡园三路华东路","121.666490","31.236742"
"10760","1","799D0000","华东路龙东大道","121.668435","31.234727"
"10760","1","7AA00000","龙东大道川沙路","121.680573","31.236078"
"10760","1","7AA20000","龙东大道东胜路","121.692708","31.238247"
"10760","1","7BA30000","龙东大道顾江路","121.704745","31.241412"
"10760","1","7BA50002","龙东大道东川公路","121.710890","31.243378"
"10760","1","7BA50000","东川公路前哨路","121.713258","31.240983"
"10760","1","7AA60000","庆荣路东川公路","121.716472","31.238162"
"10760","1","7AA70003","庆利路庆荣路","121.719997","31.238283"
"10760","1","7AA70008","环庆中路庆利路","121.720013","31.235953"
"10760","1","7AA60015","环庆中路东川公路","121.716657","31.235458"
"10760","1","7AA70015","环庆东路","121.724318","31.235183"
"10769","0","7BA3000D","瑞庆路顾江路（张江东区）","121.700852","31.243153"
"10769","0","7CA40000","汇庆路瑞庆路","121.704922","31.245455"
"10769","0","7DA30000","胜利路汇庆路","121.700907","31.251102"
"10769","0","7DA20000","胜利路顾江路","121.696413","31.249237"
"10769","0","7CA2000C","顾江路凯庆路","121.696140","31.247268"
"10769","0","7AA20001","龙东大道东胜路","121.692907","31.238785"
"10769","0","7AA00001","龙东大道川沙路","121.679838","31.236382"
"10769","0","799B000E","龙东大道顾唐路","121.660160","31.231937"
"10769","0","78990001","龙东大道龙新路","121.649577","31.230095"
"10769","0","78980003","龙东大道唐陆路","121.642363","31.228838"
"10769","0","78960001","龙东大道新前路","121.630500","31.226817"
"10769","0","7795000D","张东路龙东大道","121.627617","31.225155"
"10769","0","7695000C","张东路金秋路","121.628267","31.220647"
"10769","0","7695000E","金秋路张东路","121.627623","31.218298"
"10769","0","7595000D","盛夏路金秋路","121.624948","31.216832"
"10769","0","7594000C","祖冲之路申江路","121.622657","31.213910"
"10769","0","75930002","祖冲之路广兰路","121.616675","31.213583"
"10769","1","75930002","祖冲之路广兰路","121.616602","31.213608"
"10769","1","75920008","广兰路祖冲之路","121.613642","31.213940"
"10769","1","75920000","丹桂路广兰路","121.614362","31.217342"
"10769","1","76930001","丹桂路申江路","121.618982","31.217573"
"10769","1","7695000F","金秋路张东路","121.625717","31.217905"
"10769","1","76950011","张东路金秋路","121.628758","31.220843"
"10769","1","7795000E","张东路龙东大道","121.628247","31.224220"
"10769","1","78960000","龙东大道张东路","121.628762","31.226095"
"10769","1","78980002","龙东大道唐陆路","121.641848","31.228283"
"10769","1","78990000","龙东大道龙新路","121.646188","31.229057"
"10769","1","799B000F","龙东大道顾唐路","121.658482","31.231113"
"10769","1","7AA00000","龙东大道川沙路","121.680755","31.236155"
"10769","1","7AA20000","龙东大道东胜路","121.692725","31.238268"
"10769","1","7CA2000D","顾江路凯庆路","121.696705","31.246927"
"10769","1","7CA2000E","胜利路顾江路","121.696533","31.248993"
"10769","1","7DA30001","胜利路汇庆路","121.700412","31.250598"
"10769","1","7CA40001","汇庆路瑞庆路","121.704682","31.245398"
"10769","1","7BA3000D","瑞庆路顾江路（张江东区）","121.700755","31.243457"
"10770","0","848E0000","利津路巨峰路","121.589547","31.281037"
"10770","0","838F0002","五莲路归昌路","121.594977","31.281288"
"10770","0","838F0001","五莲路凌河路","121.594358","31.276747"
"10770","0","828E0000","五莲路东陆路","121.591098","31.273948"
"10770","0","828D0001","五莲路荷泽路","121.586047","31.271872"
"10770","0","828C0001","五莲路兰城路","121.580917","31.272398"
"10770","0","828C0000","五莲路莱阳路","121.577533","31.275857"
"10770","0","828A0000","浦东大道五莲路","121.571895","31.274612"
"10770","0","8189000E","浦东大道金桥路","121.564862","31.266820"
"10770","0","7F880005","浦东大道居家桥路","121.556183","31.260253"
"10770","0","7E860000","浦东大道德平路","121.550758","31.256610"
"10770","0","7D85000E","昌邑路罗山路","121.545337","31.252683"
"10770","0","7C840013","昌邑路苗圃路","121.537927","31.248830"
"10770","0","7C830013","昌邑路民生路","121.534480","31.247545"
"10770","0","7C82000B","昌邑路桃林路","121.528665","31.246053"
"10770","0","7C81000B","昌邑路源深路","121.522250","31.244393"
"10770","0","7B7F000F","昌邑路东方路","121.511833","31.243755"
"10770","0","7B7E0015","银城路日照路","121.508602","31.244115"
"10770","0","7B7E0016","浦东南路浦东大道","121.504703","31.242558"
"10770","0","7A7E0005","陆家嘴东路浦东南路","121.505738","31.239778"
"10770","0","78790003","浙江南路金陵东路","121.478095","31.230987"
"10770","0","7878000A","金陵中路龙门路","121.474298","31.227607"
"10770","0","7877000B","普安路延安东路","121.472428","31.227723"
"10770","1","7877000B","普安路延安东路","121.471995","31.228392"
"10770","1","79780005","延安东路浙江中路","121.476227","31.231513"
"10770","1","7A7E0004","陆家嘴东路浦东南路","121.505058","31.239090"
"10770","1","7B7E0004","浦东南路浦东大道","121.505390","31.241170"
"10770","1","7B7F000E","银城路日照路","121.510567","31.243925"
"10770","1","7B800015","昌邑路东方路","121.516262","31.243527"
"10770","1","7C82000C","昌邑路源深路","121.524342","31.244957"
"10770","1","7C830011","昌邑路桃林路","121.530925","31.246828"
"10770","1","7C830012","昌邑路民生路","121.534188","31.247475"
"10770","1","7D84000C","昌邑路苗圃路","121.539442","31.249870"
"10770","1","7D860013","浦东大道罗山路","121.546655","31.252072"
"10770","1","7F870000","浦东大道德平路","121.553110","31.258365"
"10770","1","7F880002","浦东大道居家桥路","121.556403","31.260355"
"10770","1","81890001","浦东大道金桥路","121.565432","31.267418"
"10770","1","828B0002","浦东大道五莲路","121.572158","31.275605"
"10770","1","838B0002","五莲路莱阳路","121.576633","31.276800"
"10770","1","828C0002","五莲路兰城路","121.581000","31.272235"
"10770","1","828D0000","五莲路荷泽路","121.584718","31.271665"
"10770","1","828E0001","五莲路东陆路","121.590662","31.273763"
"10770","1","838F0000","五莲路凌河路","121.594180","31.276635"
"10770","1","848E0000","利津路巨峰路","121.589702","31.281013"
"10773","0","7F8C0000","金桥路地铁站","121.578352","31.257920"
"10773","0","7E8C0001","金杨路金桥路","121.579858","31.256562"
"10773","0","7D8B0000","金杨路枣庄路","121.577288","31.253607"
"10773","0","7D8C0003","枣庄路金台路","121.580097","31.249758"
"10773","0","7C8C0001","银山路金口路","121.578667","31.247448"
"10773","0","7C8B0004","银山路云山路","121.573865","31.244923"
"10773","0","7B8B0004","云山路碧云路","121.574827","31.241435"
"10773","0","7B8D0000","碧云路红枫路","121.583960","31.244435"
"10773","0","7C8E0001","新金桥路金桥路","121.588627","31.247520"
"10773","0","7C8E0002","金桥路川桥路","121.591765","31.247277"
"10773","0","7B8F0001","金桥路锦绣东路（友谊）","121.598415","31.239157"
"10773","0","7A900001","金桥路（三桥）","121.601020","31.234603"
"10773","0","79900001","金桥路金明路","121.601592","31.229678"
"10773","0","77900000","金桥路龙东大道（桂家宅）","121.603262","31.224735"
"10773","0","76920005","广兰路香楠路","121.612525","31.221600"
"10773","0","76920013","香楠路广兰路","121.611010","31.220903"
"10773","0","75920005","香楠路丹桂路（香楠小区）","121.609232","31.218600"
"10773","0","75920007","广兰路祖冲之路","121.613460","31.213633"
"10773","0","73920009","紫薇路张江路","121.615103","31.207542"
"10773","0","72930001","张江路高科中路","121.618210","31.200597"
"10773","0","71940001","张江路华益路（陆家大桥）","121.621885","31.196800"
"10773","0","6F950000","张江路华夏中路","121.625578","31.189717"
"10773","0","6E950004","孙桥路高木桥路（黄浦花园）","121.626485","31.183905"
"10773","0","6D950001","孙桥路殷北路（孙桥镇）","121.626703","31.180423"
"10773","0","6C950000","孙桥路科农路（朱家圈）","121.626800","31.172765"
"10773","0","6C950002","科农路孙桥路","121.632907","31.172378"
"10773","0","6B960001","科农路（蔡家圈）","121.635808","31.173647"
"10773","0","6C970004","科农路孙环路","121.638710","31.174913"
"10773","0","6C970000","孙环路（羊毛衫厂）","121.638342","31.177163"
"10773","0","6D970004","孙环路（环西小区）","121.636943","31.179743"
"10773","0","6E970003","孙环路三灶路","121.633247","31.187008"
"10773","0","70960016","孙环路华夏中路","121.632068","31.190622"
"10773","0","70960001","中科路孙环路","121.633503","31.192250"
"10773","1","70960001","中科路孙环路","121.633795","31.192430"
"10773","1","70960017","孙环路华夏中路","121.631977","31.190923"
"10773","1","6E960001","孙环路三灶路","121.633145","31.187132"
"10773","1","6D970000","孙环路（环西小区）","121.637077","31.179447"
"10773","1","6C970001","孙环路（羊毛衫厂）","121.637977","31.177762"
"10773","1","6C970003","科农路孙环路","121.638295","31.174790"
"10773","1","6C960001","科农路（蔡家圈）","121.635720","31.173683"
"10773","1","6C950003","科农路孙桥路","121.633073","31.172475"
"10773","1","6C950001","孙桥路科农路（朱家圈）","121.626952","31.172925"
"10773","1","6D950000","孙桥路殷北路（孙桥镇）","121.626772","31.180675"
"10773","1","6E950005","孙桥路高木桥路（黄浦花园）","121.626548","31.183800"
"10773","1","6F950001","张江路华夏中路","121.625807","31.189597"
"10773","1","71940000","张江路华益路（陆家大桥）","121.622655","31.196032"
"10773","1","72930002","张江路高科中路","121.617747","31.201217"
"10773","1","73930001","紫薇路张江路","121.615337","31.207625"
"10773","1","75920008","广兰路祖冲之路","121.613675","31.214003"
"10773","1","76920007","香楠路丹桂路（香楠小区）","121.609135","31.218832"
"10773","1","76920014","香楠路广兰路","121.611183","31.220898"
"10773","1","76920006","广兰路香楠路","121.612668","31.221742"
"10773","1","77910000","金桥路龙东大道（桂家宅）","121.603488","31.224563"
"10773","1","79900000","金桥路金明路","121.601670","31.230105"
"10773","1","7A900000","金桥路（三桥）","121.601110","31.235025"
"10773","1","7B8F0000","金桥路锦绣东路（友谊）","121.596833","31.241273"
"10773","1","7C8F0004","金桥路川桥路","121.592340","31.246985"
"10773","1","7C8E0000","新金桥路金桥路","121.588700","31.247848"
"10773","1","7C8D0003","碧云路红枫路","121.584218","31.244758"
"10773","1","7B8B0001","云山路碧云路","121.575083","31.241275"
"10773","1","7C8B0005","银山路云山路","121.574447","31.245215"
"10773","1","7C8B0000","金口路银山路","121.576693","31.247902"
"10773","1","7D8B0002","金杨路金口路","121.575785","31.251335"
"10773","1","7E8B0000","枣庄路金杨路","121.573913","31.254298"
"10773","1","7F8B0002","张杨路金桥路","121.576148","31.257550"
"10773","1","7F8C0000","金桥路地铁站","121.578375","31.257900"
"10774","0","598E0000","周东南路","121.587900","31.087916"
"10774","0","5A8D0000","塘东社区中心","121.587370","31.091880"
"10774","0","5B8D0000","周东路纬二路","121.586752","31.096054"
"10774","0","5C8D0002","周东路周祝公路","121.585700","31.103175"
"10774","0","5E8D0001","周东路祝家港路","121.584146","31.113079"
"10774","0","5F8D0001","周东路年家浜东路","121.583423","31.115881"
"10774","0","608C0003","周东路关岳路","121.581474","31.121048"
"10774","0","618C0000","周东路川周公路","121.579988","31.125090"
"10774","0","618C0004","川周公路文康路","121.577525","31.123400"
"10774","0","608B0002","川周公路康沈公路","121.572878","31.121618"
"10774","0","618A0000","公元新村","121.571286","31.122775"
"10774","0","628A0000","营房桥","121.570643","31.127576"
"10774","0","648A0002","秀沿路康沈路","121.567850","31.137063"
"10774","0","64890000","秀沿路沪南路","121.563615","31.136892"
"10774","0","65890000","沪南路秀康路","121.563299","31.141953"
"10774","0","67890002","沪南路康桥路","121.562687","31.150159"
"10774","0","68880000","沪南路康花路","121.560599","31.156533"
"10774","0","69880000","沪南路御桥路","121.559869","31.159876"
"10774","0","6B880000","沪南路绿科路","121.557793","31.168737"
"10774","0","6C870003","沪南路陈春路","121.553841","31.176090"
"10774","0","6E870000","沪南路北中路","121.551127","31.184058"
"10774","0","70860001","沪南路高科西路","121.547991","31.191612"
"10774","0","71860004","沪南路芳华路","121.545842","31.195565"
"10774","0","73850000","浦建路杜鹃路","121.540757","31.205287"
"10774","0","74830001","浦建路锦绣路","121.534742","31.209389"
"10774","0","74820005","浦建路杨高南路","121.525523","31.210062"
"10774","0","74810003","东方路蓝村路","121.522657","31.212078"
"10774","0","76820000","东方路峨山路","121.525147","31.218339"
"10774","0","78810000","潍坊路崂山路","121.521449","31.227830"
"10774","0","78800001","崂山路张杨路","121.518270","31.230394"
"10774","0","76790003","老西门","121.481692","31.221871"
"10774","0","78780006","西藏南路宁海东路","121.475016","31.228934"
"10774","0","79780004","人民广场（广东路）","121.472504","31.232605"
"10774","0","79760000","南京西路西藏中路","121.467022","31.234860"
"10774","1","79760000","南京西路西藏中路","121.467405","31.235110"
"10774","1","79770003","人民广场（福州路","121.471468","31.233865"
"10774","1","78780007","西藏南路宁海东路","121.474220","31.229684"
"10774","1","77790000","老西门","121.482274","31.222089"
"10774","1","78800002","崂山路张杨路","121.518131","31.230737"
"10774","1","78800000","崂山路潍坊路","121.519297","31.227655"
"10774","1","77810005","浦电路崂山路","121.522166","31.222017"
"10774","1","76810000","东方路峨山路","121.524885","31.218335"
"10774","1","74810001","东方路蓝村路","121.522747","31.212743"
"10774","1","74820001","浦建路杨高南路","121.525556","31.209778"
"10774","1","74840003","浦建路锦绣路","121.536035","31.208831"
"10774","1","73850001","浦建路杜鹃路","121.540632","31.205067"
"10774","1","71850002","沪南路芳华路","121.545602","31.195514"
"10774","1","70860000","沪南路高科西路","121.547611","31.191805"
"10774","1","6E860000","沪南路北中路","121.550837","31.184197"
"10774","1","6C870002","沪南路陈春路","121.553784","31.176142"
"10774","1","6B880001","沪南路绿科路","121.556887","31.170013"
"10774","1","69880001","沪南路御桥路","121.559647","31.159872"
"10774","1","68880001","沪南路康花路","121.560631","31.156428"
"10774","1","67890001","沪南路康桥路","121.562508","31.150099"
"10774","1","65890001","沪南路秀康路","121.563174","31.142000"
"10774","1","64890001","秀沿路沪南路","121.563834","31.136764"
"10774","1","648A0003","秀沿路康沈路","121.567965","31.136955"
"10774","1","628A0001","营房桥","121.570490","31.127666"
"10774","1","618A0001","公元新村","121.571174","31.122873"
"10774","1","608B0001","川周公路康沈公路","121.572797","31.121455"
"10774","1","618C0003","川周公路文康路","121.577473","31.123235"
"10774","1","618C0001","周东路川周公路","121.579943","31.124916"
"10774","1","608C0002","周东路关岳路","121.581406","31.121045"
"10774","1","5F8D0002","周东路年家浜东路","121.583425","31.115608"
"10774","1","5E8D0000","周东路祝家港路","121.584336","31.111915"
"10774","1","5C8D0003","周东路周祝公路","121.585567","31.103192"
"10774","1","5B8D0001","周东路纬二路","121.586704","31.095782"
"10774","1","5A8D0001","塘东社区中心","121.587262","31.091711"
"10774","1","598E0000","周东南路","121.587784","31.087226"
"10775","0","65AC000A","航城七路施湾三路","121.748852","31.143052"
"10775","0","66AC0001","施湾三路航城五路","121.746545","31.146237"
"10775","0","67AD0001","施新路川南奉公路","121.750127","31.149250"
"10775","0","67AD0003","川南奉公路施新路","121.753878","31.151235"
"10775","0","68AD0000","川南奉公路航城路","121.752600","31.155382"
"10775","0","69AC0002","川南奉公路中圩路","121.750068","31.158615"
"10775","0","6AAC0002","川南奉公路川六公路","121.746268","31.163977"
