"XLID","SZGJFX","ZDID","ZDMC","SOURCE_LON","SOURCE_LAT"
"10507","0","738D0004","祖冲之路牛顿路","121.586770","31.204812"
"10507","0","728C0000","张江地铁站","121.582182","31.203263"
"10507","1","728C0000","张江地铁站","121.582062","31.203087"
"10507","1","738D0000","祖冲之路牛顿路","121.588798","31.205047"
"10507","1","738F0002","祖冲之路居里路","121.591885","31.205542"
"10507","1","738F000E","祖冲之路金科路","121.597433","31.206578"
"10507","1","73900000","祖冲之路高斯路","121.601663","31.207313"
"10507","1","74910003","祖冲之路张江路","121.606893","31.208805"
"10507","1","73930001","紫微路张江路","121.615268","31.207487"
"10507","1","74940000","紫薇路申江路","121.619505","31.208908"
"10507","1","72940003","申江路益丰路","121.620867","31.204367"
"10507","1","72950000","盛夏路益江路","121.627153","31.202283"
"10507","1","72940004","益江路（玉兰香苑二期C块）","121.623182","31.200435"
"10507","1","71940004","益江路（玉兰香苑二期A块）","121.623765","31.198110"
"10507","1","71950002","张衡路盛夏路","121.628473","31.197987"
"10507","1","72960006","张衡路张东路","121.632710","31.199443"
"10507","1","72960001","张东路高科中路","121.631707","31.203370"
"10507","1","73970001","高科中路芳春路","121.635350","31.206928"
"10507","1","74990001","唐安路唐镇路","121.647840","31.211208"
"10507","1","749A0001","唐镇路唐陆公路","121.650477","31.211742"
"10507","1","759A0003","唐镇地铁站","121.654428","31.216437"
"10507","1","769B0001","高科东路顾唐路","121.660460","31.218147"
"10507","1","779B0004","顾唐路唐龙路","121.661330","31.223332"
"10507","1","789B0002","顾唐路东方世纪学校","121.660162","31.228633"
"10507","1","799B0003","顾唐路龙东大道","121.659313","31.232465"
"10507","1","7A9B0004","顾唐路上丰路","121.658000","31.238838"
"10507","1","7B9C0000","上丰路卡园路","121.662940","31.240513"
"10507","1","7B9E0002","虹盛路上丰路","121.676722","31.242912"
"10507","1","7B9F000E","虹盛路虹昌路","121.678065","31.240017"
"10507","1","7C9F0000","川沙路胜利路","121.680437","31.246052"
"10507","1","7D9F0005","川沙路锦绣东路","121.678587","31.251940"
"10507","1","7E9F000A","川沙路景雅路","121.677420","31.257333"
"10507","1","7F9F000E","龚丰路龚新路","121.680105","31.258483"
"10507","1","7FA0000E","龚丰路龚华路","121.683257","31.259610"
"10507","1","7FA10000","龚丰路溪平路","121.688218","31.260065"
"105071","0","728C0000","张江地铁站","121.582130","31.202837"
"105071","0","738D0000","祖冲之路牛顿路","121.588763","31.205072"
"105071","0","738F0002","祖冲之路居里路","121.591827","31.205607"
"105071","0","738F000E","祖冲之路金科路","121.597322","31.206718"
"105071","0","73900000","祖冲之路哈雷路","121.601617","31.207400"
"105071","0","74910003","祖冲之路张江路","121.606693","31.208723"
"105071","0","73930001","紫薇路张江路","121.615237","31.207507"
"105071","0","74940000","紫薇路申江路","121.619388","31.208913"
"105071","0","74930001","祖冲之路广兰路（636区间终点站）","121.615128","31.213273"
"105071","0","72950000","盛夏路益江路","121.627145","31.202318"
"105071","0","72950003","益江路盛夏路","121.629433","31.202172"
"105071","0","72960001","张东路高科中路","121.631720","31.203388"
"105071","0","73970001","高科中路芳春路","121.635330","31.206935"
"105071","0","74980001","高科中路外环路","121.642728","31.210048"
"105071","0","74990001","唐安路唐镇路","121.647778","31.211243"
"105071","0","73990001","唐安路唐兴路","121.650160","31.207557"
"105071","0","739A0005","创新西路唐安路","121.653253","31.205930"
"105071","0","739A0016","唐镇卫生院","121.656292","31.207405"
"105071","0","749B0001","创新中路齐爱路","121.658542","31.208627"
"105071","0","739B0002","齐爱路南曹路","121.660990","31.207387"
"105071","0","739B0001","南曹（636区间终点站）","121.659493","31.204157"
"105071","1","739B0001","南曹（636区间终点站）","121.659493","31.204157"
"105071","1","739C0001","齐爱路南曹路","121.660990","31.207387"
"105071","1","749B0002","创新中路齐爱路","121.658542","31.208627"
"105071","1","739A0015","唐镇卫生院","121.656292","31.207405"
"105071","1","739A0004","创新西路唐安路","121.653253","31.205930"
"105071","1","73990000","唐安路唐兴路","121.650160","31.207557"
"105071","1","74990000","唐安路唐镇路","121.647778","31.211243"
"105071","1","74980000","高科中路外环路","121.642728","31.210048"
"105071","1","73970000","高科中路芳春路","121.635330","31.206935"
"105071","1","72960001","张东路高科中路","121.631720","31.203388"
"105071","1","72950004","益江路盛夏路","121.629433","31.202172"
"105071","1","72950001","盛夏路益江路","121.627145","31.202318"
"105071","1","74930001","祖冲之路广兰路（636区间终点站）","121.615128","31.213273"
"105071","1","74940001","紫薇路申江路","121.619388","31.208913"
"105071","1","73920009","紫薇路张江路","121.615237","31.207507"
"105071","1","74910002","祖冲之路张江路","121.606693","31.208723"
"105071","1","73900001","祖冲之路哈雷路","121.601617","31.207400"
"105071","1","738F000F","祖冲之路金科路","121.597322","31.206718"
"105071","1","738F0000","祖冲之路居里路","121.591827","31.205607"
"105071","1","738D0004","祖冲之路牛顿路","121.588763","31.205072"
"105071","1","728C0000","张江地铁站","121.582130","31.202837"
"10508","0","6EA00000","川沙客运站","121.687782","31.184360"
"10508","0","6EA00019","界龙一路川环南路","121.685380","31.185703"
"10508","0","6FA10006","川环南路妙境路","121.689752","31.187560"
"10508","0","6FA10022","川环南路川沙路","121.691873","31.188197"
"10508","0","70A2000D","川沙路南桥路","121.694775","31.191280"
"10508","0","71A20002","新川路川沙路","121.691447","31.194688"
"10508","0","70A10001","新川路妙境路","121.687628","31.192918"
"10508","0","70A00005","新川路华城路","121.682590","31.191025"
"10508","0","709F001B","新川路华东路","121.679718","31.190262"
"10508","0","709E0015","华夏三路城丰路","121.676590","31.190400"
"10508","0","719E001F","华夏三路新德西路","121.674458","31.195013"
"10508","0","719D001D","新德西路德翔路","121.670593","31.195422"
"10508","0","709D0017","新德西路德华路","121.667212","31.194093"
"10508","0","719C0016","华夏东路德川路","121.662447","31.197690"
"10508","0","729B0018","南曹","121.657057","31.202238"
"10508","0","739A0003","唐陆路创新路","121.655785","31.204852"
"10508","0","749A000C","唐陆路唐镇路","121.652333","31.210402"
"10508","0","7799000C","唐陆路唐龙路","121.645953","31.222820"
"10508","0","78980000","唐陆路龙东大道","121.643783","31.226308"
"10508","0","7997000B","大众村","121.639340","31.230990"
"10508","0","7A970001","新镇","121.637948","31.237368"
"10508","0","7B960000","谢家宅","121.632862","31.243883"
"10508","0","7C950000","唐陆路台桥路","121.627732","31.248305"
"10508","0","7D940001","唐陆路川桥路","121.624840","31.252350"
"10508","0","7F930000","唐陆路新金桥路","121.617490","31.260285"
"10508","0","80920002","东陆路金海路","121.607738","31.264958"
"10508","0","81910003","佳林路金高路","121.604473","31.270065"
"10508","0","828F0001","博兴路凌河路","121.597162","31.273957"
"10508","0","818E0004","博兴路东陆路","121.593365","31.270298"
"10508","0","808E0000","荷泽路长岛路","121.591402","31.265615"
"10508","0","808D0003","长岛路台儿庄路","121.589783","31.264055"
"10508","0","7F8D0007","平度路长岛路","121.585157","31.261930"
"10508","0","7F8D0006","金杨路金业路","121.584953","31.259518"
"10508","0","7E8C0001","金杨路金桥路","121.579800","31.256572"
"10508","0","7D8B0000","金杨路枣庄路","121.577288","31.253732"
"10508","0","7D8B0007","金杨路金口路","121.575703","31.251537"
"10508","1","7D8B0007","金杨路金口路","121.575648","31.251497"
"10508","1","7D8B0004","金杨路枣庄路","121.577605","31.254002"
"10508","1","7E8C0000","金杨路金桥路","121.579180","31.256017"
"10508","1","7F8D0003","金杨路金业路","121.584502","31.259138"
"10508","1","7F8D0005","平度路长岛路","121.585293","31.261842"
"10508","1","808E0002","长岛路台儿庄路","121.588977","31.263728"
"10508","1","808E0001","荷泽路长岛路","121.591498","31.265597"
"10508","1","818F0004","博兴路东陆路","121.593660","31.270450"
"10508","1","828F0002","博兴路凌河路","121.597200","31.273633"
"10508","1","81910002","佳林路金高路","121.604547","31.269770"
"10508","1","80910003","东陆路金海路","121.605492","31.265810"
"10508","1","7F930001","唐陆路新金桥路","121.617417","31.260128"
"10508","1","7D940002","唐陆路川桥路","121.624402","31.252817"
"10508","1","7C950001","唐陆路台桥路","121.628122","31.247790"
"10508","1","7B960001","谢家宅","121.632525","31.243993"
"10508","1","7A970000","新镇","121.637708","31.237537"
"10508","1","7997000C","大众村","121.639210","31.231050"
"10508","1","78980001","唐陆路龙东大道","121.643535","31.226335"
"10508","1","7799000D","唐陆路唐龙路","121.645167","31.223570"
"10508","1","74990002","唐陆路唐镇路","121.650743","31.212540"
"10508","1","739A0002","唐陆路创新路","121.655785","31.204258"
"10508","1","729B0017","南曹","121.656932","31.201840"
"10508","1","719C0017","德川路华夏东路","121.663792","31.196825"
"10508","1","709D0018","新德西路德华路","121.667970","31.194205"
"10508","1","719D001E","新德西路德翔路","121.671288","31.195528"
"10508","1","709E0016","华夏三路新德西路","121.674750","31.194252"
"10508","1","709E0017","华夏三路城丰路","121.676403","31.190645"
"10508","1","6F9F0016","新川路华东路","121.679515","31.190058"
"10508","1","70A00008","新川路华城路","121.684818","31.191800"
"10508","1","70A10000","新川路妙境路","121.689090","31.193543"
"10508","1","71A20001","新川路川沙路","121.691508","31.194603"
"10508","1","70A20007","川沙路南桥路","121.694305","31.192628"
"10508","1","6FA20000","川环南路川沙路","121.692020","31.188415"
"10508","1","6FA10007","川环南路妙境路","121.689450","31.187700"
"10508","1","6EA0001A","界龙一路川环南路","121.685383","31.185608"
"10508","1","6EA00000","川沙客运站","121.687707","31.183935"
"10513","0","858F0000","五莲路双桥路","121.594505","31.284935"
"10513","0","838F0003","五莲路凌河路","121.594735","31.277903"
"10513","0","838F0008","凌河路博兴路","121.596672","31.275640"
"10513","0","818E0004","博兴路东陆路","121.593340","31.270198"
"10513","0","818E0000","博兴路荷泽路","121.588848","31.268138"
"10513","0","808D0000","博兴路张杨北路","121.584128","31.266798"
"10513","0","818C0001","博兴路兰城路","121.578357","31.268697"
"10513","0","828C0001","五莲路兰城路","121.580872","31.272567"
"10513","0","828C0000","五莲路莱阳路","121.577635","31.275943"
"10513","0","828A0000","浦东大道五莲路","121.571687","31.274677"
"10513","0","828A0001","八号桥","121.569580","31.271210"
"10513","0","818A0001","金桥路浦东大道","121.567310","31.267335"
"10513","0","808A0003","栖山路金桥路","121.568778","31.263632"
"10513","0","7F890002","栖山路友林路","121.565312","31.261930"
"10513","0","7F880000","栖山路居家桥路","121.559848","31.259100"
"10513","0","7E870000","栖山路龙居路","121.555283","31.256150"
"10513","0","7E870004","德平路浦东大道","121.552348","31.256637"
"10513","0","83810001","控江路黄兴路","121.522673","31.280152"
"10513","0","84820000","控江路双阳路","121.529457","31.283552"
"10513","0","84830001","控江路隆昌路","121.531422","31.284570"
"10513","0","85840001","控江路内江路","121.537887","31.288035"
"10513","0","86840005","安图路靖宇东路","121.537343","31.293280"
"10513","1","86840005","安图路靖宇东路","121.537117","31.293182"
"10513","1","86840001","延吉东路安图路","121.537478","31.291340"
"10513","1","85840002","控江路内江路","121.538253","31.288337"
"10513","1","85830004","控江路隆昌路","121.533603","31.285623"
"10513","1","84820001","控江路双阳路","121.527147","31.282530"
"10513","1","84820002","控江路黄兴路","121.524168","31.281082"
"10513","1","83820001","黄兴路周家嘴路","121.524888","31.275950"
"10513","1","7E870008","德平路浦东大道","121.552772","31.256103"
"10513","1","7E870001","栖山路龙居路","121.555415","31.256025"
"10513","1","7F880001","栖山路居家桥路","121.561652","31.259870"
"10513","1","7F890000","栖山路友林路","121.565210","31.261735"
"10513","1","7F8A0001","枣庄路博山东路","121.568497","31.258613"
"10513","1","7F8B0000","博山东路金桥路","121.572750","31.259998"
"10513","1","7F8B0006","金桥路博山东路","121.572770","31.261487"
"10513","1","818A0002","金桥路浦东大道","121.567343","31.268107"
"10513","1","828A0002","八号桥","121.569892","31.271202"
"10513","1","828B0002","浦东大道五莲路","121.572217","31.275612"
"10513","1","838B0002","五莲路莱阳路","121.576585","31.276825"
"10513","1","828C0002","五莲路兰城路","121.581012","31.272225"
"10513","1","818C0000","博兴路兰城路","121.578573","31.268328"
"10513","1","808D0002","博兴路张杨北路","121.583968","31.266597"
"10513","1","818E0001","博兴路荷泽路","121.589113","31.268077"
"10513","1","818F0004","博兴路东陆路","121.593843","31.270457"
"10513","1","838F0007","凌河路博兴路","121.596400","31.276080"
"10513","1","838F0006","五莲路凌河路","121.594965","31.278355"
"10513","1","858F0000","五莲路双桥路","121.594633","31.285053"
"10514","0","7E870005","栖山路德平路","121.554758","31.255377"
"10514","0","7E870004","德平路浦东大道","121.552380","31.256667"
"10514","0","83820000","周家嘴路黄兴路","121.526072","31.277473"
"10514","0","83830001","周家嘴路双阳路","121.533628","31.279130"
"10514","0","84840002","隆昌路周家嘴路","121.535710","31.281480"
"10514","0","84830002","隆昌路控江路","121.533593","31.284387"
"10514","0","86830004","营口路靖宇东路","121.530708","31.289218"
"10514","0","87820000","营口路佳木斯路","121.529043","31.297742"
"10514","0","89820001","营口路安波路","121.527667","31.304280"
"10514","0","89810001","翔殷路国和路","121.521290","31.305453"
"10514","0","887F0003","五角场（翔殷路）","121.513057","31.303102"
"10514","0","887E0001","邯郸路国定路","121.507453","31.301405"
"10514","0","877E0011","政修路国达路","121.504400","31.296590"
"10514","0","877D0002","国顺路邯郸路（复旦大学）","121.501713","31.297862"
"10514","1","877D0002","国顺路邯郸路（复旦大学）","121.501693","31.297835"
"10514","1","887F0005","五角场(邯郸路)","121.508277","31.300948"
"10514","1","887F0002","五角场（翔殷路）","121.513392","31.302425"
"10514","1","89800002","翔殷路国和路","121.519753","31.304420"
"10514","1","89820000","营口路安波路","121.527532","31.304493"
"10514","1","87820001","营口路佳木斯路","121.528487","31.298113"
"10514","1","86830005","营口路靖宇东路","121.530518","31.289488"
"10514","1","85830001","隆昌路控江路","121.531932","31.286253"
"10514","1","84830000","隆昌路周家嘴路","121.535198","31.281817"
"10514","1","83830002","周家嘴路双阳路","121.533257","31.279310"
"10514","1","83820001","黄兴路周家嘴路","121.524955","31.276097"
"10514","1","7E870002","德平路浦东大道","121.552388","31.256492"
"10514","1","7E870005","栖山路德平路","121.554762","31.255497"
"10515","0","6F8D0002","张衡路科苑路","121.587393","31.190128"
"10515","0","718D0001","科苑路华佗路","121.585857","31.196048"
"10515","0","738C0002","张江地铁站","121.581512","31.203908"
"10515","0","738C0001","碧波路祖冲之路","121.578935","31.204755"
"10515","0","738C0006","碧波路春晓路","121.578173","31.209065"
"10515","0","748D0000","郭守敬路科苑路","121.585320","31.211207"
"10515","0","748E0000","郭守敬路居里路","121.591827","31.212602"
"10515","0","758E0000","居里路李时珍路","121.592468","31.214208"
"10515","0","758D0000","李时珍路牛顿路","121.587415","31.214470"
"10515","0","758C0001","龙东大道科苑路","121.581668","31.214527"
"10515","0","7388000C","龙阳路芳甸路","121.559192","31.206332"
"10515","0","73870001","龙阳路地铁站","121.553577","31.206382"
"10515","0","73860000","杜鹃路玉兰路","121.545457","31.204877"
"10515","0","73850000","浦建路杜鹃路","121.541323","31.204487"
"10515","0","74830001","浦建路锦绣路","121.534243","31.209475"
"10515","0","74820002","杨高南路浦建路","121.526648","31.208500"
"10515","0","737B0003","中山南路南车站路","121.490343","31.207302"
"10515","0","72780003","中山南一路鲁班路","121.474827","31.200273"
"10515","0","71770004","中山南一路打浦路","121.470802","31.199197"
"10515","0","70750001","中山南二路大木桥路","121.459595","31.193417"
"10515","0","6F740005","中山南二路东安路","121.453107","31.189355"
"10515","0","6F720000","中山南二路宛平南路","121.444792","31.186465"
"10515","0","6E710005","上海体育场","121.439595","31.184000"
"10515","0","6E700000","上海体育馆","121.435028","31.185493"
"10515","0","71700003","虹桥路恭城路","121.430840","31.195270"
"10515","0","716F0003","交通大学","121.429892","31.198738"
"10515","1","716F0003","交通大学","121.429942","31.198755"
"10515","1","6F710001","天钥桥路斜土路","121.437503","31.189142"
"10515","1","6E710004","上海体育场","121.439060","31.185495"
"10515","1","6F730001","中山南二路东安路","121.450382","31.188248"
"10515","1","6F740002","中山南二路船厂路","121.455128","31.190233"
"10515","1","71770003","中山南一路打浦路","121.470913","31.198290"
"10515","1","72780002","中山南一路鲁班路","121.474977","31.199942"
"10515","1","737B0002","中山南路南车站路","121.488727","31.205652"
"10515","1","74820004","浦建路杨高南路","121.528953","31.209577"
"10515","1","74840003","浦建路锦绣路","121.536797","31.208553"
"10515","1","73850001","浦建路杜鹃路","121.540253","31.205368"
"10515","1","73870012","龙阳路地铁站","121.555980","31.205712"
"10515","1","73890001","龙阳路芳甸路","121.561407","31.206432"
"10515","1","758D000F","李时珍路科苑路","121.584357","31.213207"
"10515","1","758D0001","李时珍路牛顿路","121.587165","31.214270"
"10515","1","758E0001","居里路李时珍路","121.592392","31.214622"
"10515","1","748E0001","郭守敬路居里路","121.590932","31.212583"
"10515","1","748D0001","郭守敬路科苑路","121.584885","31.211270"
"10515","1","738C0005","碧波路春晓路","121.578022","31.209050"
"10515","1","738C0000","碧波路祖冲之路","121.578735","31.205418"
"10515","1","728D0002","张江地铁站","121.584835","31.202702"
"10515","1","708D0018","科苑路华佗路","121.585892","31.194673"
"10515","1","708E0002","华佗路蔡伦路","121.590845","31.191935"
"10515","1","6F8D0002","张衡路科苑路","121.587393","31.190110"
"10520","0","868D0002","东高路张杨北路","121.583297","31.291858"
"10520","0","868C0008","东靖路莱阳路","121.578798","31.293863"
"10520","0","868A0012","东靖路东沟路","121.571628","31.293875"
"10520","0","868A0000","东葛路东靖路","121.567210","31.293067"
"10520","0","858A0001","浦东大道东波路","121.571455","31.285870"
"10520","0","848B0010","浦东北路东陆路","121.574125","31.283390"
"10520","0","858B0004","兴运路东波路","121.577245","31.285362"
"10520","0","858C0000","东波路莱阳路","121.578900","31.286023"
"10520","0","838C0006","莱阳路利津路","121.579240","31.280302"
"10520","0","838C0000","莱阳路五莲路","121.577878","31.276808"
"10520","0","828C0002","五莲路兰城路","121.581022","31.272180"
"10520","0","818C0000","博兴路兰城路","121.578512","31.268322"
"10520","0","808C0005","柳埠路长岛路","121.578240","31.265168"
"10520","0","808C0004","长岛路柳埠路","121.578538","31.263022"
"10520","0","808C0009","长岛路张杨北路","121.582670","31.262578"
"10520","0","7F8D0006","金杨路金业路","121.584932","31.259432"
"10520","0","7E8C0001","金杨路金桥路","121.579882","31.256623"
"10520","0","7D8B0000","金杨路枣庄路","121.577398","31.253563"
"10520","0","7D8B0007","金杨路金口路","121.575795","31.251512"
"10520","0","7D8B0006","金杨路云山路","121.573018","31.249818"
"10520","0","7C8A0004","云山路灵山路","121.570095","31.248100"
"10520","0","7C8B0001","云山路银山路","121.572225","31.245062"
"10520","0","7B8B0004","云山路碧云路","121.574825","31.241325"
"10520","0","7A8B0000","白桦路明月路","121.572648","31.237537"
"10520","0","798A0002","明月路黑松路","121.570360","31.234400"
"10520","0","798A0001","黑松路锦绣东路","121.569795","31.232000"
"10520","0","78890002","锦绣路罗山路","121.565055","31.228778"
"10520","0","78890001","丁香路锦绣路","121.561927","31.228388"
"10520","0","78880000","迎春路紫槐路","121.558678","31.229487"
"10520","0","78870002","迎春路芳甸路","121.555775","31.228323"
"10520","0","78870001","迎春路金松路","121.553148","31.227202"
"10520","0","77860005","迎春路长柳路","121.550245","31.226290"
"10520","0","77860003","民生路锦绣路（世纪公园）","121.546610","31.222657"
"10520","0","7685000C","锦绣路世纪大道（上海科技馆）","121.540773","31.219263"
"10520","0","75840001","锦绣路花木路","121.536853","31.213393"
"10520","0","74840003","浦建路锦绣路","121.536802","31.208518"
"10520","0","73850001","浦建路杜鹃路","121.540367","31.205367"
"10520","0","71850002","沪南路芳华路","121.545840","31.194802"
"10520","0","6F860019","沪南路高科西路","121.548770","31.189740"
"10520","0","6F86001A","沪南路北中路","121.550132","31.185772"
"10520","0","6C870002","沪南路陈春路","121.553735","31.175803"
"10520","0","6B880001","沪南路绿科路（上海农产品市场）","121.556375","31.170820"
"10520","0","69880001","沪南路御桥路","121.559608","31.159518"
"10520","0","68880001","沪南路康花路","121.560532","31.155302"
"10520","0","67890001","沪南路康桥路","121.562567","31.149567"
"10520","0","65890002","康沈路秀康路","121.566095","31.143217"
"10520","0","648A0011","康沈路秀沿路","121.567958","31.139513"
"10520","0","638A0015","康沈路秀浦路","121.570148","31.132068"
"10520","0","618A0001","公元新村","121.571023","31.123375"
"10520","0","608B0001","川周公路康沈路（军民路）","121.573877","31.121510"
"10520","0","618C0001","周东路川周公路","121.580138","31.124387"
"10520","0","608C0007","关岳路周东路","121.582012","31.121878"
"10520","0","618D0003","关岳路周园路","121.585998","31.122590"
"10520","0","618E000E","关岳路康达路","121.590403","31.123293"
"10520","0","618E0002","康丽路康弘路","121.593137","31.125860"
"10520","0","618F0003","康弘路康丽路","121.595388","31.125725"
"10520","0","618F0001","康弘路康汇路","121.595840","31.123213"
"10520","0","6090000C","康恩路康浦路","121.599747","31.121480"
"10520","1","6090000C","康恩路康浦路","121.599748","31.121710"
"10520","1","618F0002","康弘路康汇路","121.595968","31.123623"
"10520","1","618F0004","康弘路康丽路","121.595392","31.126150"
"10520","1","618E0003","康丽路康弘路","121.592848","31.125875"
"10520","1","618E000F","关岳路康达路","121.589933","31.123365"
"10520","1","618D0004","关岳路周园路","121.586798","31.122845"
"10520","1","608C0008","关岳路周东路","121.582198","31.121985"
"10520","1","618C0000","周东路川周公路","121.580117","31.124842"
"10520","1","608B0002","川周公路康沈路（军民路）","121.572785","31.121625"
"10520","1","618A0000","公元新村","121.571152","31.124408"
"10520","1","638A0016","康沈路秀浦路","121.570332","31.131897"
"10520","1","648A0012","康沈路秀沿路","121.567825","31.140215"
"10520","1","658A0000","康沈路秀康路","121.566527","31.142882"
"10520","1","67890002","沪南路康桥路","121.562810","31.150095"
"10520","1","68880000","沪南路康花路","121.560828","31.156145"
"10520","1","69880000","沪南路御桥路","121.559683","31.162203"
"10520","1","6B880000","沪南路绿科路（上海农产品市场）","121.558868","31.166367"
"10520","1","6C870003","沪南路陈春路","121.555522","31.173107"
"10520","1","6E870000","沪南路北中路","121.551098","31.184265"
"10520","1","70860001","沪南路高科西路","121.547890","31.191875"
"10520","1","71860004","沪南路芳华路","121.546075","31.195250"
"10520","1","73850000","浦建路杜鹃路","121.541317","31.204598"
"10520","1","7484000F","锦绣路梅花路","121.536760","31.212282"
"10520","1","75840000","锦绣路花木路","121.538038","31.215450"
"10520","1","7685000D","锦绣路世纪大道（上海科技馆）","121.543262","31.220347"
"10520","1","77860004","民生路锦绣路（世纪公园）","121.547047","31.222777"
"10520","1","77860000","迎春路长柳路","121.550277","31.226122"
"10520","1","78870000","迎春路金松路","121.553535","31.227182"
"10520","1","78870003","迎春路芳甸路","121.556677","31.228270"
"10520","1","78880001","迎春路紫槐路","121.558537","31.229023"
"10520","1","78890000","丁香路锦绣路","121.561618","31.228627"
"10520","1","78890004","锦绣路罗山路","121.563035","31.227815"
"10520","1","798A0000","黑松路锦绣东路","121.569880","31.232392"
"10520","1","798A0003","明月路黑松路","121.570720","31.234403"
"10520","1","7A8B0003","白桦路明月路","121.572955","31.237195"
"10520","1","7B8B0001","云山路碧云路","121.575175","31.241225"
"10520","1","7C8B0002","云山路银山路","121.572588","31.245032"
"10520","1","7C8A0003","云山路灵山路","121.570483","31.248045"
"10520","1","7D8B0001","金杨路云山路","121.571947","31.249498"
"10520","1","7D8B0002","金杨路金口路","121.575813","31.251278"
"10520","1","7D8B0004","金杨路枣庄路","121.577727","31.253995"
"10520","1","7E8C0000","金杨路金桥路","121.579315","31.255987"
"10520","1","7F8D0003","金杨路金业路","121.584570","31.259127"
"10520","1","808C0008","长岛路张杨北路","121.582053","31.262760"
"10520","1","808C0003","长岛路柳埠路","121.578323","31.263100"
"10520","1","808C0002","柳埠路长岛路","121.578102","31.264813"
"10520","1","818C0011","博兴路兰城路","121.578460","31.268602"
"10520","1","828C0001","五莲路兰城路","121.580842","31.272565"
"10520","1","828C0000","五莲路莱阳路","121.577640","31.275925"
"10520","1","848C0002","莱阳路利津路","121.579455","31.280542"
"10520","1","858C0001","东波路莱阳路","121.579340","31.286058"
"10520","1","858B0003","兴运路东波路","121.577043","31.285743"
"10520","1","848B0013","浦东北路东陆路","121.573682","31.283620"
"10520","1","858A0000","浦东大道东波路","121.571730","31.285737"
"10520","1","868A0005","东葛路东靖路","121.567535","31.292932"
"10520","1","868A0004","东靖路东沟路","121.571155","31.293822"
"10520","1","868C0007","东靖路莱阳路","121.578837","31.293712"
"10520","1","868D0000","东靖路张杨北路","121.583105","31.293700"
"10520","1","868D0002","东高路张杨北路","121.583398","31.291798"
"10521","0","6DB10001","江镇路华洲路","121.775485","31.178153"
"10521","0","6EB00001","晨阳路沙泥路","121.767915","31.181433"
"10521","0","6DAE0001","晨阳路小圩桥","121.760565","31.179862"
"10521","0","6DAD0001","晨阳路港洪路","121.751583","31.178598"
"10521","0","6DAB0020","晚霞路江明路","121.745890","31.180298"
"10521","0","6DAB0002","川南奉公路晨阳路","121.741397","31.178772"
"10521","0","6FAA0000","川南奉公路营前路","121.736422","31.190197"
"10521","0","71A90000","川南奉公路新东路","121.735110","31.192817"
"10521","0","71A90002","华洲路川南奉公路","121.731435","31.198038"
"10521","0","71A70001","华洲路华洲北路","121.724592","31.195638"
"10521","0","70A6001A","华洲路凌空路","121.718992","31.193705"
"10521","0","70A50000","华洲路太平村","121.712928","31.193402"
"10521","0","70A40003","川环南路曙光路","121.706067","31.191722"
"10521","0","70A30008","川环南路保健路（川沙人民医院）","121.700085","31.190525"
"10521","0","70A2000D","川沙路南桥路","121.694755","31.191140"
"10521","0","71A20002","新川路川沙路","121.691507","31.194685"
"10521","0","70A10001","新川路妙境路","121.687673","31.192938"
"10521","0","70A00009","妙境路新源路","121.686698","31.193433"
"10521","0","71A00005","新德路妙镜路","121.686538","31.198363"
"10521","0","71A10001","新德路川沙路","121.690532","31.198925"
"10521","0","72A10000","川沙路新德路","121.692675","31.200035"
"10521","0","72A10006","华夏东路川沙路","121.687657","31.202247"
"10521","0","72A00004","华夏东路妙境路","121.683388","31.201748"
"10521","0","729F0001","华夏东路华东路","121.675317","31.200265"
"10521","0","719D0001","华夏东路（沙田公寓）","121.667807","31.198803"
"10521","0","719C0016","华夏东路德川路","121.662340","31.197760"
"10521","0","719B0005","华夏东路唐陆路","121.657318","31.196603"
"10521","0","719A0000","华夏东路孙新路","121.650225","31.194837"
"10521","0","70980001","华夏东路孙弘路","121.644083","31.192748"
"10521","0","6F960001","华夏东路孙环路","121.631388","31.190015"
"10521","0","6F950001","张江路华夏中路","121.625877","31.189607"
"10521","0","71940000","张江路华益路","121.622812","31.195950"
"10521","0","72930002","张江路高科中路","121.617780","31.201202"
"10521","0","73920000","张江路紫薇路","121.611397","31.207420"
"10521","0","74910000","张江路祖冲之路","121.608253","31.211983"
"10521","0","75910001","张江路郭守敬路","121.606163","31.217567"
"10521","0","76900001","龙东大道张江路","121.602773","31.221892"
"10521","0","768E000C","龙东大道金科路","121.590990","31.219178"
"10521","0","758C0001","龙东大道科苑路","121.581535","31.214485"
"10521","0","7388000C","龙阳路芳甸路（上海新国际博览中心）","121.559145","31.206517"
"10521","0","73870001","龙阳路银霄路","121.553268","31.206375"
"10521","0","73870006","龙阳路地铁站","121.554480","31.203680"
"10521","1","73870006","龙阳路地铁站","121.555617","31.205462"
"10521","1","73890001","龙阳路芳甸路（上海新国际博览中心）","121.561248","31.206252"
"10521","1","758C0000","龙东大道科苑路","121.583520","31.214937"
"10521","1","768F0000","龙东大道金科路","121.588985","31.218107"
"10521","1","76900000","龙东大道张江路","121.600560","31.221045"
"10521","1","7691000B","张江路郭守敬路","121.605560","31.218045"
"10521","1","74910001","张江路祖冲之路","121.607663","31.212448"
"10521","1","73920005","张江路紫薇路","121.613662","31.204573"
"10521","1","72930001","张江路高科中路","121.618198","31.200460"
"10521","1","71940001","张江路华益路","121.621845","31.196762"
